id,Personality,Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Stage_fear_basic_encoded,Stage_fear_noise_encoded,Stage_fear_cv_encoded_1,Stage_fear_cv_encoded_2,Drained_after_socializing_basic_encoded,Drained_after_socializing_noise_encoded,Drained_after_socializing_cv_encoded_1,Drained_after_socializing_cv_encoded_2
15305,Extrovert,0.0,No,10.0,,No,10.0,6.0,0.9757809804516525,0.9641793597884092,0.9757809804516525,0.9759497635885929,0.9757491039443281,0.969824402752104,0.9757491039443281,0.9753971019820952
15306,Extrovert,3.0,No,,3.0,No,6.0,,0.9757809804516525,0.9704286370747465,0.9757809804516525,0.9759497635885929,0.9757491039443281,0.9818587306461143,0.9757491039443281,0.9753971019820952
15307,Introvert,7.0,Yes,0.0,0.0,Yes,0.0,1.0,0.07129131651376448,0.0720159397751534,0.07129131651376448,0.06427265184482787,0.07131295272514954,0.0800312576797798,0.07131295272514954,0.0647879894162173
15308,Extrovert,3.0,No,8.0,7.0,No,10.0,7.0,0.9744248114517252,0.960423539369363,0.9744248114517252,0.9752524091342913,0.9742467865301073,0.9628508324573453,0.9742467865301073,0.9752090993890185
15309,Extrovert,0.0,No,9.0,4.0,No,8.0,8.0,0.9744248114517252,0.9939621378820173,0.9744248114517252,0.9759497635885929,0.9742467865301073,0.9844738446162584,0.9742467865301073,0.9753971019820952
15310,Extrovert,1.0,No,4.0,4.0,No,,6.0,0.9744248114517252,0.9834542297321571,0.9744248114517252,0.9755732966617038,0.9742467865301073,0.9576392247404502,0.9742467865301073,0.975440789615481
15311,Introvert,5.0,Yes,1.0,0.0,,2.0,0.0,0.0692116934852581,0.06296530759363984,0.0692116934852581,0.06801584145491464,0.7395235845873541,0.7430900755846132,0.7395235845873541,0.7387138133477292
15312,Introvert,7.0,Yes,2.0,0.0,Yes,1.0,3.0,0.07129131651376448,0.0792569651190658,0.07129131651376448,0.07396272918470558,0.07131295272514954,0.056146458215475745,0.07131295272514954,0.07339967552160642
15313,Extrovert,2.0,No,7.0,6.0,No,5.0,5.0,0.9762257032185212,0.9721285484902363,0.9762257032185212,0.9752524091342913,0.9761127243169778,0.9768825743913643,0.9761127243169778,0.9752090993890185
15314,Extrovert,3.0,No,8.0,7.0,No,10.0,4.0,0.9757809804516525,0.9645774578732503,0.9757809804516525,0.9747171890469377,0.9757491039443281,0.9512540054609161,0.9757491039443281,0.9751998213573527
15315,Extrovert,2.0,No,5.0,7.0,No,5.0,8.0,0.9744248114517252,0.9647914807719369,0.9744248114517252,0.9747171890469377,0.9742467865301073,0.9917162290668643,0.9742467865301073,0.9751998213573527
15316,Extrovert,1.0,No,4.0,7.0,No,14.0,9.0,0.9757809804516525,0.9762498510578971,0.9757809804516525,0.9759497635885929,0.9757491039443281,0.9884995486301023,0.9757491039443281,0.9753971019820952
15317,Extrovert,2.0,No,6.0,7.0,No,8.0,5.0,0.9757809804516525,0.9723779803218046,0.9757809804516525,0.9756800665555754,0.9757491039443281,0.9837211809123086,0.9757491039443281,0.9760370229573381
15318,Extrovert,2.0,No,7.0,3.0,No,11.0,5.0,0.9762257032185212,0.9845044988357203,0.9762257032185212,0.9756800665555754,0.9761127243169778,0.9820761936956013,0.9761127243169778,0.9760370229573381
15319,Extrovert,0.0,No,8.0,,No,7.0,5.0,0.9752173145650477,0.9763413536518325,0.9752173145650477,0.9759497635885929,0.9750398372807411,0.9848523586507831,0.9750398372807411,0.9753971019820952
15320,Extrovert,2.0,,6.0,3.0,No,12.0,5.0,0.7395235845873541,0.7326378296074119,0.7395235845873541,0.7387138133477292,0.9761127243169778,0.9676990139195151,0.9761127243169778,0.9751998213573527
15321,Introvert,6.0,Yes,2.0,3.0,Yes,4.0,1.0,0.07129131651376448,0.07498860734172304,0.07129131651376448,0.07396272918470558,0.07131295272514954,0.07374551421613348,0.07131295272514954,0.07339967552160642
15322,Extrovert,,No,8.0,4.0,No,11.0,3.0,0.9755279900571651,0.9819246786496603,0.9755279900571651,0.9747171890469377,0.9761370056357601,0.9760145659767056,0.9761370056357601,0.9751998213573527
15323,Introvert,11.0,Yes,1.0,3.0,Yes,1.0,2.0,0.06778410405808825,0.07559450274551847,0.06778410405808825,0.07099717470937374,0.06751100341525783,0.043612286635704586,0.06751100341525783,0.06932037704774992
15324,Extrovert,2.0,No,7.0,7.0,No,5.0,8.0,0.9752173145650477,0.9839515881101505,0.9752173145650477,0.9759497635885929,0.9750398372807411,0.9663014413856619,0.9750398372807411,0.9753971019820952
15325,Introvert,10.0,Yes,3.0,,Yes,1.0,2.0,0.06778410405808825,0.07559267610175269,0.06778410405808825,0.06818251241284612,0.06751100341525783,0.06518621439704221,0.06751100341525783,0.06776991021972753
15326,Extrovert,3.0,No,6.0,3.0,No,12.0,3.0,0.9744248114517252,0.9698624811979266,0.9744248114517252,0.9747171890469377,0.9742467865301073,0.9828268071272734,0.9742467865301073,0.9751998213573527
15327,Extrovert,3.0,No,4.0,7.0,No,7.0,5.0,0.9757809804516525,0.9742592616910836,0.9757809804516525,0.9759497635885929,0.9757491039443281,0.984795286541521,0.9757491039443281,0.9753971019820952
15328,Introvert,9.0,Yes,2.0,0.0,Yes,5.0,2.0,0.07129131651376448,0.06959244860951727,0.07129131651376448,0.06427265184482787,0.07131295272514954,0.08916544060339521,0.07131295272514954,0.0647879894162173
15329,Extrovert,3.0,No,8.0,3.0,No,15.0,9.0,0.9762257032185212,0.9749476408723377,0.9762257032185212,0.9759497635885929,0.9761127243169778,0.9713017732843972,0.9761127243169778,0.9753971019820952
15330,Extrovert,4.0,,7.0,4.0,No,11.0,4.0,0.7395235845873541,0.7491863052985496,0.7395235845873541,0.7387138133477292,0.9761127243169778,0.9713818987434245,0.9761127243169778,0.9751998213573527
15331,Introvert,4.0,Yes,3.0,2.0,,2.0,1.0,0.0692116934852581,0.06350252543097938,0.0692116934852581,0.07396272918470558,0.7395235845873541,0.7355081834177202,0.7395235845873541,0.7408906882591093
15332,Extrovert,3.0,No,5.0,7.0,No,,8.0,0.9755279900571651,0.9741855850762957,0.9755279900571651,0.9747171890469377,0.9761370056357601,0.9751795221304427,0.9761370056357601,0.9751998213573527
15333,Extrovert,3.0,No,6.0,6.0,No,4.0,9.0,0.9757809804516525,0.9705915323939729,0.9757809804516525,0.9755732966617038,0.9757491039443281,0.9524946787844532,0.9757491039443281,0.975440789615481
15334,Extrovert,0.0,No,8.0,5.0,No,6.0,4.0,0.9755279900571651,0.9748872263299553,0.9755279900571651,0.9747171890469377,0.9761370056357601,0.9880769607757744,0.9761370056357601,0.9751998213573527
15335,Extrovert,2.0,No,8.0,6.0,No,14.0,8.0,0.9744248114517252,0.9775920688432228,0.9744248114517252,0.9756800665555754,0.9742467865301073,0.9739382862141251,0.9742467865301073,0.9760370229573381
15336,Extrovert,2.0,,7.0,7.0,No,12.0,10.0,0.7395235845873541,0.7452809997497833,0.7395235845873541,0.7395910655239895,0.9750398372807411,0.9828808816985487,0.9750398372807411,0.9760370229573381
15337,Introvert,4.0,Yes,,0.0,Yes,3.0,1.0,0.0692116934852581,0.048311314382804206,0.0692116934852581,0.06427265184482787,0.06863507082835431,0.07982464726414076,0.06863507082835431,0.0647879894162173
15338,Extrovert,1.0,No,,7.0,No,8.0,6.0,0.9762257032185212,0.9737706475739584,0.9762257032185212,0.9759497635885929,0.9761127243169778,0.9775350955475999,0.9761127243169778,0.9753971019820952
15339,Extrovert,0.0,,7.0,4.0,No,11.0,8.0,0.7395235845873541,0.7403659424722561,0.7395235845873541,0.7397260273972602,0.9757491039443281,0.9660466643956003,0.9757491039443281,0.9753971019820952
15340,Introvert,11.0,,3.0,2.0,Yes,1.0,2.0,0.7395235845873541,0.7435469829782929,0.7395235845873541,0.7387138133477292,0.06863507082835431,0.07455001506012462,0.06863507082835431,0.06684809959861038
15341,Extrovert,1.0,No,5.0,7.0,No,7.0,8.0,0.9744248114517252,0.974297884786288,0.9744248114517252,0.9756800665555754,0.9742467865301073,0.9840868482571473,0.9742467865301073,0.9760370229573381
15342,Extrovert,2.0,,5.0,6.0,No,11.0,3.0,0.7395235845873541,0.7396797868172631,0.7395235845873541,0.7387138133477292,0.9757491039443281,0.9588911452134787,0.9757491039443281,0.9752090993890185
15343,Extrovert,0.0,No,,6.0,No,11.0,7.0,0.9757809804516525,0.9920939339849827,0.9757809804516525,0.9747171890469377,0.9757491039443281,0.9748950508594307,0.9757491039443281,0.9751998213573527
15344,Introvert,8.0,Yes,1.0,3.0,Yes,4.0,2.0,0.0688843169716374,0.07940477053724707,0.0688843169716374,0.07396272918470558,0.06694094669160668,0.05767062088823559,0.06694094669160668,0.07339967552160642
15345,Extrovert,3.0,,6.0,,No,7.0,6.0,0.7395411605937922,0.7257034612530964,0.7395411605937922,0.7387138133477292,0.9742467865301073,0.9664663784957364,0.9742467865301073,0.9752090993890185
15346,Extrovert,1.0,No,8.0,7.0,No,,7.0,0.9757809804516525,0.9645154466089381,0.9757809804516525,0.9752524091342913,0.9757491039443281,0.9543904503195503,0.9757491039443281,0.9752090993890185
15347,Extrovert,2.0,No,,4.0,No,12.0,3.0,0.9757809804516525,0.9651098075372057,0.9757809804516525,0.9759497635885929,0.9757491039443281,0.9764117962280895,0.9757491039443281,0.9753971019820952
15348,Extrovert,,No,8.0,6.0,No,9.0,7.0,0.9757809804516525,0.9623625535549957,0.9757809804516525,0.9755732966617038,0.9757491039443281,0.9651895511633901,0.9757491039443281,0.975440789615481
15349,Extrovert,0.0,No,7.0,3.0,No,8.0,8.0,0.9744248114517252,0.9522689376842813,0.9744248114517252,0.9752524091342913,0.9742467865301073,0.9557294399530059,0.9742467865301073,0.9752090993890185
15350,Extrovert,1.0,No,5.0,,No,14.0,4.0,0.9744248114517252,0.9863918877305172,0.9744248114517252,0.9756800665555754,0.9742467865301073,0.9746253789042603,0.9742467865301073,0.9760370229573381
15351,Introvert,4.0,Yes,0.0,0.0,Yes,2.0,,0.06827962412478918,0.07829085470005134,0.06827962412478918,0.06801584145491464,0.06773300669188627,0.0779134349283757,0.06773300669188627,0.06684809959861038
15352,Introvert,6.0,Yes,1.0,2.0,Yes,,3.0,0.07129131651376448,0.07718459487278125,0.07129131651376448,0.06801584145491464,0.07131295272514954,0.07121423179789986,0.07131295272514954,0.06684809959861038
15353,Introvert,8.0,Yes,1.0,1.0,Yes,1.0,1.0,0.0692116934852581,0.08384666545664188,0.0692116934852581,0.06427265184482787,0.06863507082835431,0.06013077908780434,0.06863507082835431,0.0647879894162173
15354,Introvert,7.0,Yes,,,,,1.0,0.06827962412478918,0.048124163575196235,0.06827962412478918,0.06427265184482787,0.7395411605937922,0.7321237933516763,0.7395411605937922,0.7397260273972602
15355,Extrovert,6.0,Yes,0.0,3.0,Yes,4.0,1.0,0.0692116934852581,0.08561541176665505,0.0692116934852581,0.06427265184482787,0.06863507082835431,0.0626320081997103,0.06863507082835431,0.0647879894162173
15356,Extrovert,0.0,No,9.0,4.0,No,9.0,8.0,0.9755279900571651,0.9729213237185639,0.9755279900571651,0.9759497635885929,0.9761370056357601,0.9835582511162348,0.9761370056357601,0.9753971019820952
15357,Extrovert,2.0,No,6.0,,No,13.0,5.0,0.9752173145650477,0.9859256287169649,0.9752173145650477,0.9752524091342913,0.9750398372807411,0.9758951993266958,0.9750398372807411,0.9752090993890185
15358,Extrovert,0.0,No,9.0,5.0,No,10.0,5.0,0.9755279900571651,0.9794448825724948,0.9755279900571651,0.9755732966617038,0.9761370056357601,0.9807882337265806,0.9761370056357601,0.975440789615481
15359,Extrovert,2.0,No,5.0,7.0,No,12.0,8.0,0.9752173145650477,0.9662183631118911,0.9752173145650477,0.9755732966617038,0.9750398372807411,0.9710295178836279,0.9750398372807411,0.975440789615481
15360,Introvert,8.0,Yes,1.0,,Yes,2.0,1.0,0.0692116934852581,0.07805619724306809,0.0692116934852581,0.06427265184482787,0.06863507082835431,0.07275158598173238,0.06863507082835431,0.0647879894162173
15361,Introvert,8.0,Yes,1.0,0.0,,1.0,0.0,0.07129131651376448,0.0762479181949404,0.07129131651376448,0.07396272918470558,0.7395235845873541,0.7303515886640808,0.7395235845873541,0.7408906882591093
15362,Extrovert,0.0,No,,6.0,No,6.0,8.0,0.9757809804516525,0.963518431884562,0.9757809804516525,0.9759497635885929,0.9757491039443281,0.9566660613872962,0.9757491039443281,0.9753971019820952
15363,Extrovert,2.0,No,6.0,5.0,No,5.0,7.0,0.9757809804516525,0.9722348145847566,0.9757809804516525,0.9756800665555754,0.9757491039443281,0.9833702560693531,0.9757491039443281,0.9760370229573381
15364,Extrovert,0.0,No,6.0,6.0,No,5.0,4.0,0.9755279900571651,0.9663482147475922,0.9755279900571651,0.9755732966617038,0.9761370056357601,0.9618279505207552,0.9761370056357601,0.975440789615481
15365,Introvert,7.0,,2.0,0.0,Yes,1.0,2.0,0.7395235845873541,0.7383776539475752,0.7395235845873541,0.7387138133477292,0.06751100341525783,0.06364416148413526,0.06751100341525783,0.06932037704774992
15366,Extrovert,2.0,No,8.0,7.0,No,11.0,8.0,0.9762257032185212,0.9692537642861961,0.9762257032185212,0.9747171890469377,0.9761127243169778,0.9795254750745302,0.9761127243169778,0.9751998213573527
15367,Introvert,5.0,Yes,0.0,0.0,Yes,5.0,3.0,0.0692116934852581,0.06362085390477797,0.0692116934852581,0.06801584145491464,0.06863507082835431,0.07301136924541872,0.06863507082835431,0.06684809959861038
15368,Extrovert,2.0,,9.0,6.0,No,6.0,9.0,0.7395235845873541,0.7250111812040102,0.7395235845873541,0.7387138133477292,0.9761127243169778,0.9639386141178121,0.9761127243169778,0.9752090993890185
15369,Extrovert,1.0,No,6.0,3.0,No,5.0,6.0,0.9757809804516525,0.9689298661933833,0.9757809804516525,0.9752524091342913,0.9757491039443281,0.9881172658894454,0.9757491039443281,0.9752090993890185
15370,Introvert,,No,6.0,7.0,No,12.0,7.0,0.9744248114517252,0.9982040084716396,0.9744248114517252,0.9755732966617038,0.9742467865301073,0.9808097645728311,0.9742467865301073,0.975440789615481
15371,Introvert,7.0,,3.0,0.0,,2.0,2.0,0.7395235845873541,0.7162193243426751,0.7395235845873541,0.7397260273972602,0.7395235845873541,0.7478752741126743,0.7395235845873541,0.7397260273972602
15372,Extrovert,2.0,,8.0,6.0,No,10.0,7.0,0.7395235845873541,0.7320462947016065,0.7395235845873541,0.7387138133477292,0.9761370056357601,0.9788188248781308,0.9761370056357601,0.9752090993890185
15373,Introvert,10.0,Yes,1.0,1.0,Yes,5.0,3.0,0.06827962412478918,0.06865022553705136,0.06827962412478918,0.06801584145491464,0.06773300669188627,0.05471213650430923,0.06773300669188627,0.06684809959861038
15374,Introvert,,Yes,1.0,1.0,Yes,2.0,1.0,0.07129131651376448,0.06199549394629629,0.07129131651376448,0.07396272918470558,0.07131295272514954,0.06591435164960875,0.07131295272514954,0.07339967552160642
15375,Extrovert,0.0,No,9.0,4.0,No,7.0,5.0,0.9757809804516525,0.9977417468831999,0.9757809804516525,0.9756800665555754,0.9757491039443281,0.9708828046388465,0.9757491039443281,0.9760370229573381
15376,Introvert,,Yes,0.0,0.0,Yes,0.0,1.0,0.06827962412478918,0.0813415651608838,0.06827962412478918,0.07396272918470558,0.06773300669188627,0.0829703119377859,0.06773300669188627,0.07339967552160642
15377,Extrovert,2.0,No,,5.0,No,7.0,8.0,0.9744248114517252,0.9763883260866555,0.9744248114517252,0.9755732966617038,0.9742467865301073,0.9501918078795335,0.9742467865301073,0.975440789615481
15378,Introvert,,Yes,1.0,0.0,Yes,3.0,2.0,0.06778410405808825,0.057415068148444715,0.06778410405808825,0.07099717470937374,0.06751100341525783,0.08336886041469752,0.06751100341525783,0.06932037704774992
15379,Introvert,8.0,Yes,3.0,0.0,Yes,7.0,1.0,0.0692116934852581,0.06739257377011412,0.0692116934852581,0.06818251241284612,0.06863507082835431,0.08580532562965752,0.06863507082835431,0.06776991021972753
15380,Extrovert,1.0,No,9.0,4.0,,12.0,5.0,0.9762257032185212,0.9788709192890052,0.9762257032185212,0.9752524091342913,0.7395235845873541,0.7478121990610325,0.7395235845873541,0.7387138133477292
15381,Extrovert,2.0,No,4.0,7.0,No,10.0,9.0,0.9744248114517252,0.9755088814815068,0.9744248114517252,0.9756800665555754,0.9742467865301073,0.9929753529510285,0.9742467865301073,0.9760370229573381
15382,Extrovert,0.0,No,8.0,2.0,No,6.0,7.0,0.9762257032185212,0.9974667361176076,0.9762257032185212,0.9756800665555754,0.9761127243169778,0.9797687769898743,0.9761127243169778,0.9760370229573381
15383,Extrovert,3.0,No,7.0,3.0,No,,8.0,0.9744248114517252,0.9824540025338129,0.9744248114517252,0.9747171890469377,0.9742467865301073,0.981817900801313,0.9742467865301073,0.9751998213573527
15384,Extrovert,1.0,No,4.0,4.0,No,9.0,8.0,0.9757809804516525,0.9730409267425116,0.9757809804516525,0.9756800665555754,0.9757491039443281,0.9825608059021043,0.9757491039443281,0.9760370229573381
15385,Extrovert,0.0,No,5.0,7.0,No,11.0,3.0,0.9752173145650477,0.9609344674628628,0.9752173145650477,0.9747171890469377,0.9750398372807411,0.9706752358121543,0.9750398372807411,0.9751998213573527
15386,Extrovert,3.0,No,8.0,4.0,No,11.0,8.0,0.9744248114517252,0.9647108608801794,0.9744248114517252,0.9759497635885929,0.9742467865301073,0.9691787148496814,0.9742467865301073,0.9753971019820952
15387,Extrovert,2.0,No,3.0,4.0,No,11.0,,0.9755279900571651,0.9951293263140091,0.9755279900571651,0.9759497635885929,0.9761370056357601,0.9759980053101626,0.9761370056357601,0.9753971019820952
15388,Extrovert,0.0,No,9.0,7.0,,6.0,4.0,0.9757809804516525,0.9874878531389328,0.9757809804516525,0.9752524091342913,0.7395235845873541,0.7485843363786555,0.7395235845873541,0.7387138133477292
15389,Extrovert,1.0,No,5.0,5.0,No,,3.0,0.9744248114517252,0.9683839724665978,0.9744248114517252,0.9747171890469377,0.9742467865301073,0.9879769681793028,0.9742467865301073,0.9751998213573527
15390,Extrovert,,No,9.0,,No,6.0,3.0,0.9744248114517252,0.9850313266335685,0.9744248114517252,0.9752524091342913,0.9742467865301073,0.9745212501525022,0.9742467865301073,0.9752090993890185
15391,Extrovert,3.0,,7.0,6.0,No,11.0,7.0,0.7395411605937922,0.7286994052615935,0.7395411605937922,0.7387138133477292,0.9742467865301073,0.9704681303839809,0.9742467865301073,0.9752090993890185
15392,Extrovert,2.0,No,,7.0,No,13.0,4.0,0.9762257032185212,0.9765154191280877,0.9762257032185212,0.9759497635885929,0.9761127243169778,0.9858570044033861,0.9761127243169778,0.9753971019820952
15393,Extrovert,4.0,No,4.0,4.0,No,11.0,4.0,0.9755279900571651,0.9692112226051368,0.9755279900571651,0.9755732966617038,0.9761370056357601,0.9871602451706692,0.9761370056357601,0.975440789615481
15394,Extrovert,1.0,No,,5.0,No,8.0,3.0,0.9755279900571651,0.9845004714558296,0.9755279900571651,0.9747171890469377,0.9761370056357601,0.9877647017973176,0.9761370056357601,0.9751998213573527
15395,Introvert,4.0,No,7.0,7.0,No,4.0,7.0,0.9757809804516525,0.9806158859593763,0.9757809804516525,0.9747171890469377,0.9757491039443281,0.9777756028451794,0.9757491039443281,0.9751998213573527
15396,Extrovert,3.0,,8.0,4.0,No,10.0,8.0,0.7395235845873541,0.7582425223557568,0.7395235845873541,0.7395910655239895,0.9757491039443281,0.9819553715034189,0.9757491039443281,0.9760370229573381
15397,Introvert,9.0,Yes,1.0,1.0,Yes,3.0,1.0,0.0688843169716374,0.06401719501277554,0.0688843169716374,0.06801584145491464,0.06694094669160668,0.0773009572980219,0.06694094669160668,0.06684809959861038
15398,Extrovert,0.0,No,4.0,3.0,No,4.0,7.0,0.9752173145650477,0.9810164625378028,0.9752173145650477,0.9756800665555754,0.9750398372807411,0.9704706276751758,0.9750398372807411,0.9760370229573381
15399,Extrovert,0.0,,6.0,6.0,No,12.0,8.0,0.7395235845873541,0.7298206881545092,0.7395235845873541,0.7387138133477292,0.9757491039443281,0.9725819225068526,0.9757491039443281,0.9752090993890185
15400,Extrovert,2.0,No,7.0,5.0,No,5.0,9.0,0.9762257032185212,0.9855727146405759,0.9762257032185212,0.9747171890469377,0.9761127243169778,0.9716319449912957,0.9761127243169778,0.9751998213573527
15401,Introvert,5.0,Yes,0.0,1.0,Yes,2.0,3.0,0.06778410405808825,0.07260037344812703,0.06778410405808825,0.07099717470937374,0.06751100341525783,0.05799557737128018,0.06751100341525783,0.06932037704774992
15402,Extrovert,3.0,No,5.0,5.0,No,13.0,10.0,0.9752173145650477,0.9800750199050521,0.9752173145650477,0.9747171890469377,0.9750398372807411,0.9696080619387826,0.9750398372807411,0.9751998213573527
15403,Extrovert,1.0,No,,4.0,No,14.0,5.0,0.9755279900571651,0.9670557408010682,0.9755279900571651,0.9756800665555754,0.9761370056357601,0.9602185745168385,0.9761370056357601,0.9760370229573381
15404,Introvert,11.0,Yes,2.0,1.0,,4.0,0.0,0.0692116934852581,0.0652001339320643,0.0692116934852581,0.06427265184482787,0.7395235845873541,0.7498245682815995,0.7395235845873541,0.7397260273972602
15405,Extrovert,3.0,No,5.0,4.0,No,,5.0,0.9744248114517252,0.9902661349331581,0.9744248114517252,0.9759497635885929,0.9742467865301073,0.9729083867079559,0.9742467865301073,0.9753971019820952
15406,Introvert,11.0,Yes,,3.0,Yes,0.0,0.0,0.0688843169716374,0.06950351440242694,0.0688843169716374,0.06818251241284612,0.06694094669160668,0.07634798766687148,0.06694094669160668,0.06776991021972753
15407,Extrovert,1.0,No,4.0,3.0,No,,6.0,0.9752173145650477,0.9855675747435483,0.9752173145650477,0.9756800665555754,0.9750398372807411,0.9806090217804088,0.9750398372807411,0.9760370229573381
15408,Extrovert,1.0,No,9.0,5.0,No,4.0,7.0,0.9757809804516525,0.9894796178136069,0.9757809804516525,0.9759497635885929,0.9757491039443281,0.9720944312965698,0.9757491039443281,0.9753971019820952
15409,Introvert,6.0,Yes,1.0,2.0,Yes,0.0,1.0,0.0688843169716374,0.06021549667025094,0.0688843169716374,0.06818251241284612,0.06694094669160668,0.06682796960230779,0.06694094669160668,0.06776991021972753
15410,Extrovert,3.0,No,5.0,5.0,No,10.0,6.0,0.9752173145650477,0.9771641927149881,0.9752173145650477,0.9747171890469377,0.9750398372807411,0.9622364676433381,0.9750398372807411,0.9751998213573527
15411,Extrovert,1.0,,9.0,6.0,No,10.0,6.0,0.7395235845873541,0.7508261699553693,0.7395235845873541,0.7387138133477292,0.9761127243169778,0.9780068133737699,0.9761127243169778,0.9751998213573527
15412,Extrovert,0.0,No,4.0,6.0,No,9.0,9.0,0.9755279900571651,0.9769274315835075,0.9755279900571651,0.9756800665555754,0.9761370056357601,0.9818983133585566,0.9761370056357601,0.9760370229573381
15413,Introvert,6.0,Yes,2.0,2.0,,5.0,1.0,0.07129131651376448,0.07474699376230318,0.07129131651376448,0.07396272918470558,0.7395235845873541,0.7371280247428728,0.7395235845873541,0.7408906882591093
15414,Extrovert,2.0,No,7.0,5.0,No,4.0,8.0,0.9755279900571651,0.9691567162937441,0.9755279900571651,0.9755732966617038,0.9761370056357601,0.975655647689665,0.9761370056357601,0.975440789615481
15415,Extrovert,3.0,No,7.0,4.0,No,13.0,4.0,0.9757809804516525,0.9749449833621519,0.9757809804516525,0.9756800665555754,0.9757491039443281,0.9836004028014846,0.9757491039443281,0.9760370229573381
15416,Extrovert,2.0,No,,4.0,No,8.0,5.0,0.9752173145650477,0.9786109665196817,0.9752173145650477,0.9756800665555754,0.9750398372807411,0.9772397594142481,0.9750398372807411,0.9760370229573381
15417,Extrovert,2.0,No,3.0,3.0,No,11.0,7.0,0.9755279900571651,0.96591437327222,0.9755279900571651,0.9747171890469377,0.9761370056357601,0.9694131326802305,0.9761370056357601,0.9751998213573527
15418,Extrovert,0.0,No,6.0,5.0,No,14.0,4.0,0.9757809804516525,0.9595254950186292,0.9757809804516525,0.9759497635885929,0.9757491039443281,0.982256667583026,0.9757491039443281,0.9753971019820952
15419,Introvert,,Yes,,2.0,Yes,,0.0,0.06778410405808825,0.04822061015355332,0.06778410405808825,0.06801584145491464,0.06751100341525783,0.08135889528444287,0.06751100341525783,0.06684809959861038
15420,Extrovert,,No,5.0,4.0,No,8.0,9.0,0.9744248114517252,0.9848098997981065,0.9744248114517252,0.9756800665555754,0.9742467865301073,0.9691750143698742,0.9742467865301073,0.9760370229573381
15421,Extrovert,3.0,,6.0,4.0,No,10.0,7.0,0.7395235845873541,0.7323918704052639,0.7395235845873541,0.7397260273972602,0.9750398372807411,0.9643214178699069,0.9750398372807411,0.9753971019820952
15422,Extrovert,2.0,No,7.0,5.0,No,8.0,7.0,0.9755279900571651,0.9844932210053052,0.9755279900571651,0.9755732966617038,0.9761370056357601,0.9767673703627784,0.9761370056357601,0.975440789615481
15423,Introvert,10.0,Yes,,2.0,Yes,0.0,2.0,0.0688843169716374,0.06335136598262775,0.0688843169716374,0.06801584145491464,0.06694094669160668,0.06492372198583907,0.06694094669160668,0.06684809959861038
15424,Extrovert,2.0,No,6.0,1.0,No,12.0,5.0,0.9755279900571651,0.9972066396322238,0.9755279900571651,0.9756800665555754,0.9761370056357601,0.9820974631602449,0.9761370056357601,0.9760370229573381
15425,Extrovert,0.0,No,6.0,4.0,No,12.0,8.0,0.9757809804516525,0.9775096198614409,0.9757809804516525,0.9756800665555754,0.9757491039443281,0.9712840833326231,0.9757491039443281,0.9760370229573381
15426,Extrovert,1.0,No,5.0,7.0,,5.0,7.0,0.9744248114517252,0.9740382625877024,0.9744248114517252,0.9747171890469377,0.7395411605937922,0.7447065100734689,0.7395411605937922,0.7387138133477292
15427,Introvert,5.0,Yes,,1.0,Yes,1.0,2.0,0.07129131651376448,0.07222526348518718,0.07129131651376448,0.06818251241284612,0.07131295272514954,0.10039865991211946,0.07131295272514954,0.06776991021972753
15428,Introvert,5.0,,3.0,1.0,Yes,4.0,,0.7395235845873541,0.7521920144208238,0.7395235845873541,0.7387138133477292,0.06751100341525783,0.06311728662571656,0.06751100341525783,0.06932037704774992
15429,Extrovert,,No,5.0,4.0,No,6.0,4.0,0.9755279900571651,0.9682499009332597,0.9755279900571651,0.9752524091342913,0.9761370056357601,0.9662329899558846,0.9761370056357601,0.9752090993890185
15430,Extrovert,4.0,No,4.0,5.0,No,12.0,3.0,0.9762257032185212,0.9906402621692019,0.9762257032185212,0.9755732966617038,0.9761127243169778,0.9750461417369332,0.9761127243169778,0.975440789615481
15431,Extrovert,0.0,No,7.0,4.0,,7.0,8.0,0.9762257032185212,0.9717587171208338,0.9762257032185212,0.9747171890469377,0.7395235845873541,0.7499643948585069,0.7395235845873541,0.7387138133477292
15432,Extrovert,1.0,No,8.0,6.0,No,,5.0,0.9744248114517252,0.9618484858195148,0.9744248114517252,0.9752524091342913,0.9742467865301073,0.9821350373563986,0.9742467865301073,0.9752090993890185
15433,Extrovert,2.0,No,5.0,7.0,No,12.0,3.0,0.9762257032185212,0.9825170738216669,0.9762257032185212,0.9747171890469377,0.9761127243169778,0.9524736894715582,0.9761127243169778,0.9751998213573527
15434,Extrovert,2.0,No,,4.0,No,9.0,3.0,0.9752173145650477,0.9748997732172233,0.9752173145650477,0.9759497635885929,0.9750398372807411,0.9802731860994531,0.9750398372807411,0.9753971019820952
15435,Extrovert,3.0,No,6.0,,No,7.0,3.0,0.9755279900571651,0.9794583280583418,0.9755279900571651,0.9755732966617038,0.9761370056357601,0.9685290590343106,0.9761370056357601,0.975440789615481
15436,Extrovert,3.0,No,4.0,,No,7.0,5.0,0.9744248114517252,0.9886648837410744,0.9744248114517252,0.9755732966617038,0.9742467865301073,0.9705743989317493,0.9742467865301073,0.975440789615481
